web-scraper-order,web-scraper-start-url,categorie 1,categorie 2,categorie 2-href,categorie 3,categorie 3-href
1612634701-1767,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,"Demander l’assiette de l’impôt sur le foncier bâti, le foncier non bâti, la contribution globale unique (CGU), la taxe d’enlèvement des ordures ménagères (TEOM) et les autres impôts directs",https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/527/15/157
1612634701-1766,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,Demander un quitus fiscal,https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/165/15/157
1612634674-1765,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,S’acquitter des droits de timbre sur états,https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/745/15/163
1612634674-1764,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,Faire une déclaration pour la contribution globale unique (CGU),https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/601/15/163
1612634674-1763,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,S’acquitter des obligations et paiements de la contribution des patentes,https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/530/15/163
1612634674-1762,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,Obtenir un visa en exonération de la taxe sur la valeur ajoutée (TVA),https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/508/15/163
1612634674-1761,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,Payer la taxe d'enlèvement des ordures ménagères (TEOM),https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/507/15/163
1612634674-1760,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,Payer une taxe auprès du receveur des domaines,https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/505/15/163
1612634674-1759,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",TVA et taxes assimilées,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/163/15,Remplir une déclaration de taxe sur la valeur ajoutée (TVA),https://web.archive.org/web/20200714204312/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/147/15/163
1612634634-1758,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Taxe sur les véhicules et autres taxes professionnelles,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/165/15,S'acquitter de la taxe spéciale sur les voitures particulières des personnes morales,https://web.archive.org/web/20200615203159/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/753/15/165
1612634634-1757,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Taxe sur les véhicules et autres taxes professionnelles,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/165/15,Payer les droits d’enregistrement portant sur les mutations de véhicules importés.,https://web.archive.org/web/20200615203159/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/746/15/165
1612634634-1756,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Taxe sur les véhicules et autres taxes professionnelles,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/165/15,S'acquitter de la taxe publicitaire,https://web.archive.org/web/20200615203159/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/571/15/165
1612634634-1755,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Taxe sur les véhicules et autres taxes professionnelles,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/165/15,S’acquitter des obligations et paiements de la contribution des patentes,https://web.archive.org/web/20200615203159/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/530/15/165
1612634634-1754,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Taxe sur les véhicules et autres taxes professionnelles,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/165/15,Demander une attestation d'imposition à la patente,https://web.archive.org/web/20200615203159/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/222/15/165
1612634634-1753,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Taxe sur les véhicules et autres taxes professionnelles,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/165/15,Payer la patente sur véhicule,https://web.archive.org/web/20200615203159/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/144/15/165
1612634607-1752,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Taxes foncières, immobilières et rurales",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/162/15,Enregistrer un acte de vente d’un bien immeuble bâti ou non bâti,https://web.archive.org/web/20200615203153/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/748/15/162
1612634607-1751,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Taxes foncières, immobilières et rurales",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/162/15,Faire une déclaration de revenus fonciers,https://web.archive.org/web/20200615203153/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/591/15/162
1612634607-1750,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Taxes foncières, immobilières et rurales",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/162/15,"Demander l’assiette de l’impôt sur le foncier bâti, le foncier non bâti, la contribution globale unique (CGU), la taxe d’enlèvement des ordures ménagères (TEOM) et les autres impôts directs",https://web.archive.org/web/20200615203153/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/527/15/162
1612634607-1749,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Taxes foncières, immobilières et rurales",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/162/15,Payer la taxe d'enlèvement des ordures ménagères (TEOM),https://web.archive.org/web/20200615203153/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/507/15/162
1612634607-1748,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Taxes foncières, immobilières et rurales",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/162/15,Payer une taxe auprès du receveur des domaines,https://web.archive.org/web/20200615203153/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/505/15/162
1612634590-1747,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Exportations, importations, transit et droits de douane",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/198/15,Comment faire un transit administratif,https://web.archive.org/web/20200615203229/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1136/15/198
1612634590-1746,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Exportations, importations, transit et droits de douane",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/198/15,Demander une attestation de non condamnation,https://web.archive.org/web/20200615203229/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/502/15/198
1612634590-1745,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Exportations, importations, transit et droits de douane",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/198/15,Demander la réception par type d’un nouveau modèle de véhicule automobile et motocycliste importé,https://web.archive.org/web/20200615203229/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/487/15/198
