categorie1,categorie2,categorie3,href
Culture et communication,"Musées, archéologie et archives",Demander la certification de pièces administratives à la Direction des archives du Sénégal,https://web.archive.org/web/20200930033432/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/678/21/251
Culture et communication,"Patrimoine, architecture et monuments",Comment faire une déclaration de patrimoine immatériel,https://web.archive.org/web/20201022121457/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/808/21/244
Culture et communication,"Patrimoine, architecture et monuments",Demander le classement d’un patrimoine national,https://web.archive.org/web/20201022121457/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/803/21/244
Culture et communication,"Patrimoine, architecture et monuments",Demander une visite officielle à la Maison des esclaves de Gorée,https://web.archive.org/web/20201022121457/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/801/21/244
Culture et communication,"Patrimoine, architecture et monuments",Demander des informations sur le Mémorial de Gorée,https://web.archive.org/web/20201022121457/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/799/21/244
Culture et communication,"Communication, presse et édition",Demander à l’autorité de régulation des télécommunications et des postes du Sénégal une fréquence pour l’exploitation d’une station de radiodiffusion sonore FM,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1055/21/250
Culture et communication,"Communication, presse et édition",Demander à l’autorité de régulation des télécommunications et des postes du Sénégal  un agrément en vue de l’importation de matériel de télécommunications,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1054/21/250
Culture et communication,"Communication, presse et édition",Faire une déclaration de parution pour enregistrement d’un organe de presse écrite,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/840/21/250
Culture et communication,"Communication, presse et édition",Demander à obtenir la licence d’exploitation d’une radio privée commerciale,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/839/21/250
Culture et communication,"Communication, presse et édition",Demander à créer un journal d’information quotidien ou périodique,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/838/21/250
Culture et communication,"Communication, presse et édition",Demander à avoir une licence d’exploitation d’une radio communautaire,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/836/21/250
Culture et communication,"Communication, presse et édition",Demander à bénéficier de l’aide aux organes de presse,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/834/21/250
Culture et communication,"Communication, presse et édition",Demander à obtenir la carte nationale de presse.,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/833/21/250
Culture et communication,"Communication, presse et édition",Demander à obtenir la licence d’exploitation d’une télévision privée commerciale,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/831/21/250
Culture et communication,"Communication, presse et édition",Demander à obtenir la licence d’exploitation d’une télévision non commerciale,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/830/21/250
Culture et communication,"Communication, presse et édition",Demander un appui financier à l’édition d’un livre,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/706/21/250
Culture et communication,"Communication, presse et édition",Demander un numéro ISSN (numéro international normalisé des publications en série),https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/661/21/250
Culture et communication,"Communication, presse et édition",Faire le dépôt légal d’un imprimé,https://web.archive.org/web/20200808122239/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/599/21/250
Culture et communication,Autres,Demander la mise à disposition de matériel de « Son et Lumière »,https://web.archive.org/web/20201022112512/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/721/21/252
Culture et communication,Autres,Demander un stage au Service spectacle son et lumière,https://web.archive.org/web/20201022112512/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/716/21/252
Culture et communication,Autres,Demander la mise à disposition d’un espace ou de salle pour une manifestation culturelle ou scientifique à la Maison de la culture Douta SECK (MCDS),https://web.archive.org/web/20201022112512/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/714/21/252
Education et formation,Enseignement technique et professionnel,S’inscrire au Centre d’enseignement technique féminin professionnel du Centre d’éducation et de réadaptation pour enfants handicapés physiques de Talibou Dabo.,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1124/6/228
Education et formation,Enseignement technique et professionnel,S’inscrire au Centre de formation artisanale (CFA) de Dakar,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/977/6/228
Education et formation,Enseignement technique et professionnel,S’inscrire au Centre de formation professionnelle horticole de Camberène (CFPH),https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/969/6/228
Education et formation,Enseignement technique et professionnel,S’inscrire par voie de concours  au 1er et  2ème cycle à l’Ecole nationale des travailleurs sociaux spécialisés (ENTSS),https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/938/6/228
Education et formation,Enseignement technique et professionnel,S’inscrire à l’Ecole municipale des professionnels de la santé,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/864/6/228
Education et formation,Enseignement technique et professionnel,S’inscrire au concours d’entrée de l’école nationale des arts pour les étrangers,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/732/6/228
Education et formation,Enseignement technique et professionnel,S’inscrire comme auditeur libre à l’Ecole nationale des arts (E.N.A),https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/724/6/228
Education et formation,Enseignement technique et professionnel,Se présenter aux concours d'entrée au Centre national de formation des techniciens des pêches et de l’aquaculture (CNFTPA),https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/650/6/228
Education et formation,Enseignement technique et professionnel,Se présenter au concours d’entrée à l’Ecole nationale de formation en économie familiale et sociale (ENFEFS),https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/484/6/228
Education et formation,Enseignement technique et professionnel,Se présenter au concours d'entrée au centre de formation professionnelle et commerciale (CFPC),https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/480/6/228
Education et formation,Enseignement technique et professionnel,Demander une autorisation d'enseigner dans les écoles privées de formation professionnelle,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/478/6/228
Education et formation,Enseignement technique et professionnel,Devenir vacataire de l'enseignement technique et de la formation professionnelle,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/475/6/228
Education et formation,Enseignement technique et professionnel,Demander une autorisation d'ouvrir une école privée de formation professionnelle,https://web.archive.org/web/20200930033615/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/474/6/228
Education et formation,Enseignement préscolaire et primaire,S'inscrire au cours d’initiation (CI),https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/107/6/35
Education et formation,Enseignement préscolaire et primaire,Devenir volontaire de l'éducation,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/68/6/35
Education et formation,Enseignement préscolaire et primaire,Demander un transfert d'élève,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/66/6/35
Education et formation,Enseignement préscolaire et primaire,Demander un certificat de scolarité,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/64/6/35
Education et formation,Enseignement préscolaire et primaire,Demander une allocation municipale d’étude pour le cycle élémentaire,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/867/6/35
Education et formation,Enseignement préscolaire et primaire,Demander à bénéficier d’une case des tout-petits,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/846/6/35
Education et formation,Enseignement préscolaire et primaire,Demander à inscrire un enfant dans une case des tout petits,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/845/6/35
Education et formation,Enseignement préscolaire et primaire,Parrainer un enfant dans les cases des tout - petits.,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/844/6/35
Education et formation,Enseignement préscolaire et primaire,Demander à devenir un animateur polyvalent  dans les cases des tout - petits,https://web.archive.org/web/20200930030958/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/843/6/35
